Mata_Pelajaran|Topik|Nomor_Soal|Pertanyaan|Opsi_A|Opsi_B|Opsi_C|Opsi_D|Opsi_E|Kunci_Jawaban|Pembahasan
Penalaran Umum|Day 6|4|Ketika pemandu tunanetra disediakan di taman kota, jumlah penyandang tu- nanetra yang mengunjunginya meningkat dibandingkan ketika tidak disediakan pemandu. Hal serupa terjadi ketika banyak petunjuk jalan disediakan. Namun, ketika dilakukan penambahan fasilitas di taman kota tersebut, jumlah penyan- dang tunanetra yang berkunjung tidak meningkat dibandingkan ketika tidak dilakukan penambahan fasilitas tersebut. Berdasarkan informasi di atas, manakah dari pernyataan berikut yang PALING MUNGKIN BENAR?|Menyediakan pemandu tunanetra atau petunjuk jalan akan meningkatkan jumlah penyandang tunanetra yang berkunjung ke taman.|Meskipun petunjuk jalan juga disediakan di taman lain, jumlah penyandang tunanetra yang mengunjungi taman kota tersebut tetap meningkat.|Jumlah penyandang tunanetra yang berkunjung ke taman kota mengalami penurunan ketika pemandu tunanetra tidak disediakan.|Adanya pemandu tunanetra di taman lain akan menurunkan jumlah pe- nyandang tunanetra yang mengunjungi taman kota tersebut.|Menambah fasilitas di taman kota lebih mendorong penyandang tunanetra untuk berkunjung daripada menyediakan pemandu tunanetra.|A|
Penalaran Umum|Day 6|5|Banyaknya kendaraan berat yang melintas menyebabkan jalanan desa rusak. Ru- saknya jalan desa menyebabkan akses jalan harus ditutup. Meskipun pemerintah desa telah menyediakan fasilitas transportasi, warga desa tidak bisa mengangkut hasil pertanian karena akses jalan yang ditutup. Berdasarkan informasi di atas, manakah pernyataan di bawah ini yang BENAR?|Rusaknya jalan desa disebabkan minimnya ketersediaan fasilitas transpor- tasi oleh pemerintah desa.|Ditutupnya akses jalan menyebabkan pemerintah desa harus menyediakan fasilitas transportasi.|Hasil pertanian yang tidak bisa diangkut disebabkan oleh banyaknya ken- daraan berat yang melintas.|Tersedianya fasilitas transportasi oleh pemerintah desa menyebabkan ba- nyaknya kendaraan berat yang melintas.|Ditutupnya akses jalan di desa disebabkan banyaknya kendaraan berat yang melintas.|C|
Penalaran Umum|Day 6|6|Uang banyak digunakan orang sebagai alat tukar untuk barang atau jasa. Selain itu, uang juga menjadi modal untuk mengembangkan usaha. Namun, pengelo- laan yang kurang baik akan merugikan diri sendiri dan keluarga. Pengelolaan keuangan yang tidak baik menyebabkan peningkatan kecemasan dan menggang- gu keharmonisan keluarga. Berdasarkan informasi tersebut, manakah pernyataan berikut yang PASTI SA- LAH?|Orang mengalami kecemasan karena pengelolaan keuangan yang tidak baik.|Uang tidak mengganggu keharmonisan kehidupan keluarga.|Untuk mengembangkan usaha diperlukan modal yang besar.|Uang tidak diperlukan untuk melakukan pengembangan usaha.|Pelatihan pengelolaan keuangan dapat meningkatkan keharmonisan keluar- ga.|D|
Penalaran Umum|Day 6|7|Melakukan aktivitas gerakan anggota badan adalah terapi yang banyak dipilih karena dapat melatih keterampilan dan koordinasi gerakan. Salah satu aktivitas tangan yang banyak dilakukan adalah terapi jenis X yang mampu membuat klien lebih terampil menulis dan dapat meningkatkan akurasi jari pada tugas detail. Berdasarkan paparan tersebut, manakah simpulan yang PALING TEPAT?|Hanya terapi jenis X yang dapat meningkatkan koordinasi gerakan tangan pada manusia.|Semua terapi gerakan anggota badan mampu meningkatkan akurasi jari manusia pada tugas detail.|Terapi gerak badan yang melatih keterampilan pasti meningkatkan akurasi jari pada tugas detail.|Beberapa orang menggunakan terapi jenis X karena ingin meningkatkan koordinasi motoriknya.|Terapi gerakan anggota badan jenis X tidak membuat akurasi jari pada tugas detail meningkat. 8. Hari ini lalu lintas berjalan lancar karena tidak banyak bus dari luar kota. Bia- sanya, jika libur panjang di akhir pekan, banyak bus di jalanan dalam kota. Berdasarkan pernyataan di atas, manakah simpulan yang BENAR? (a) Hari ini libur panjang di akhir pekan. (b) Hari ini banyak bus di dalam kota. (c) Hari ini banyak bus dari luar kota. (d) Hari ini lalu lintas dalam kota macet. (e) Hari ini bukan libur panjang di akhir pekan. 9. Siswa X meraih juara sains nasional berkat keaktifannya mengikuti kegiatan eks- trakurikuler sains dan semangatnya dalam belajar. Semangat tersebut tercermin dari rutinitasnya membaca buku dan aktif bertanya kepada gurunya. Selain itu, keaktifan mengikuti ekstrakurikuler sains meningkatkan kemampuannya dalam berpikir ilmiah yang terlihat dari kemampuan berpikir kritis serta adanya rasa ingin tahu yang tinggi. Jika Siswa X memiliki kemampuan berpikir kritis, manakah kesimpulan di bawah ini yang PALING MUNGKIN BENAR? (a) Siswa tersebut diharapkan meraih juara sains di tingkat nasional. (b) Siswa tersebut memiliki semangat belajar yang sangat tinggi. (c) Siswa tersebut secara rutin membaca buku-buku sains. (d) Siswa tersebut selalu aktif bertanya kepada gurunya. (e) Siswa tersebut aktif mengikuti ekstrakurikuler sains.|D|
Penalaran Umum|Day 6|10|Sebuah klinik kecantikan memiliki klien yang jumlahnya sangat banyak saat di- serahkan kepada pimpinan baru. Setelah dikelola selama dua tahun, klinik ke- cantikan tersebut sering mendapatkan pengaduan dari masyarakat dan jumlah kliennya menurun. Manakah pernyataan berikut yang PALING MUNGKIN menjelaskan perbedaan kedua kondisi tersebut?|Pada awal pemimpin tersebut mengelola, klinik sering menerima klien dari dalam dan luar kota.|Pemimpin baru klinik tidak melakukan penggantian peralatan yang dibeli oleh pimpinan sebelumnya.|Klinik tersebut juga digunakan untuk melakukan pelayanan kesehatan se- lain untuk kecantikan.|Setelah peralihan kepemimpinan, klinik tersebut tidak lagi melayani klien dengan profesional.|Klinik tersebut tidak pernah mendapatkan evaluasi dan inspeksi dari pihak terkait.|D|
Penalaran Umum|Day 6|11|Lomba lari kini sering dipenuhi oleh anak muda perkotaan. Banyak di anta- ra mereka yang rela mengikuti perlombaan meskipun lokasinya jauh kemudian mengunggah foto piagam partisipasinya di media sosial. Para pengamat men- jelaskan bahwa banyaknya partisipasi lomba lari ini menunjukkan status sosial seseorang. Berdasarkan tulisan di atas, manakah yang PALING MUNGKIN mendasari ar- gumen pengamat?|Anak muda membutuhkan wadah untuk menunjukkan eksistensinya.|Lomba lari bukan lagi sebuah kegiatan untuk kebugaran.|Hobi anak muda mengarah pada hal-hal yang positif.|Partisipasi dalam lomba lari menunjukkan gaya hidup.|Ada banyak instansi yang menyelenggarakan lomba lari.|D|
Penalaran Umum|Day 6|12|Ahli 1 menyatakan bahwa keamanan siber Negara P lebih baik dibandingkan dengan Negara Q. Ahli 2 menyatakan bahwa Negara Q masih banyak bergan- tung secara teknologi kepada pihak asing. Data dari organisasi telekomunikasi internasional menunjukkan bahwa peretasan data komputer di Negara Q lebih tinggi dibandingkan dengan Negara P. Manakah pernyataan yang PALING TEPAT mengenai data dari organisasi tele- komunikasi internasional tersebut?|Memperkuat pernyataan Ahli 1.|Memperlemah pernyataan Ahli 1.|Memperkuat pernyataan Ahli 2.|Memperlemah pernyataan Ahli 2.|Tidak relevan dengan pernyataan Ahli 1 dan Ahli 2.|A|
Penalaran Umum|Day 6|13|Membaca bermanfaat untuk mencegah kepikunan karena menstimulasi otak un- tuk tetap bekerja. Selain itu, membaca juga memperluas wawasan dan mening- katkan rasa empati. Meskipun demikian, terlalu sering membaca sambil tiduran dapat menimbulkan dampak negatif, seperti penglihatan menjadi buram yang dapat menyebabkan kebutaan. Berdasarkan informasi tersebut, manakah pernyataan berikut yang PASTI BE- NAR?|Beberapa masalah kesehatan mata diakibatkan oleh seringnya membaca sambil tiduran.|Membaca sambil duduk akan menurunkan fungsi mata pada seseorang.|Beberapa orang yang daya penglihatannya baik menghindari membaca sam- bil tiduran. baca.|Kurangnya rasa empati pada seseorang dapat diatasi dengan kegiatan mem-|Orang yang penglihatannya buram cenderung menyukai membaca sambil tiduran.|A|
Penalaran Umum|Day 6|14|Pertumbuhan terumbu karang di Pulau Q dapat berlangsung optimal jika suhu air stabil dan cukup sinar matahari. Ketika salah satu kondisi tersebut terjadi, warna cerah terumbu karang akan tampak lebih jelas dan pertumbuhan karang menjadi lebih cepat. Para peneliti mencatat bahwa tidak semua wilayah di Pulau Q secara konsisten mendapatkan sinar matahari yang berlangsung lama setiap tahun. Berdasarkan paragraf di atas, manakah di bawah ini peristiwa yang PALING MUNGKIN BENAR mengenai Pulau Q?|Terumbu karang di beberapa wilayah Pulau Q akan tumbuh dengan cepat setiap tahun.|Pulau lain di sekitar Q tidak memiliki terumbu karang yang indah seperti di Pulau Q.|Wilayah laut yang tidak terpapar sinar matahari tidak memiliki terumbu karang.|Terumbu karang di lautan Pulau Q tidak tumbuh di waktu selain musim panas.|Sebelum suhu air di laut stabil, terumbu karang tidak memiliki warna yang cerah.|A|
Penalaran Umum|Day 6|15|Kepala Desa X hendak mempertimbangkan program unggulan desa. Program A melibatkan banyak tenaga kerja dari desa, tetapi hasil kerjanya memberi manfaat yang sedikit. Program B melibatkan sedikit tenaga kerja dari desa, tetapi hasil kerjanya memberi manfaat yang lebih banyak. Kepala Desa X akhirnya memilih program A sambil menghindari adanya masalah sosial di desa. Manakah yang PALING MEMPERKUAT keputusan kepala desa tersebut?|Kepala Desa X ingin mengurangi pengangguran di desanya.|Kepala Desa X belum berpengalaman dalam program B.|Program A mendapatkan dukungan besar dari warga desanya.|Biaya program B melebihi anggaran yang ditetapkan oleh desa.|Program A telah berhasil diterapkan oleh desa-desa yang lain.|A|
Penalaran Umum|Day 6|16|Kepadatan tanah liat adalah faktor penting untuk mendukung keawetan tem- bikar yang dipajang sebagai hiasan. Para pengamat mengatakan bahwa tanah jenis P lebih gembur dibandingkan tanah jenis Q. Manakah pernyataan di bawah ini yang PALING MEMPERLEMAH pendapat pengamat tersebut?|Tanah jenis P memiliki tingkat kerekatan yang tinggi.|Tanah jenis Q banyak dipakai untuk membuat tembikar.|Tanah jenis P cenderung memiliki banyak pori-pori.|Tembikar dari tanah jenis Q harganya cenderung mahal.|Tanah liat tidak cocok dipakai untuk membuat tembikar.|A|
Penalaran Umum|Day 6|17|Direktur Pemasaran mobil X menyatakan bahwa tingkat penjualan di Kota A mengalami penurunan secara tajam dalam satu tahun terakhir. Hal ini dise- babkan karena pemerintah membangun sarana transportasi umum secara besar- besaran. Manakah pernyataan berikut, yang jika benar, akan MEMPERKUAT pernyata- an Direktur Pemasaran mobil X?|Penjualan mobil X di kota lain stabil dan tidak mengalami penurunan.|Tidak semua masyarakat memanfaatkan sarana transportasi umum.|Jumlah masyarakat Kota A yang menggunakan transportasi umum lebih banyak.|Sejak dahulu, masyarakat mengharapkan transportasi umum secara besar- besaran.|Perusahaan mobil X berfokus pada promosi untuk meningkatkan penjualan di Kota A.|C|
Penalaran Umum|Day 6|18|Selama beberapa tahun terakhir, banyak perusahaan melibatkan artis terkenal untuk mempromosikan produk mereka sebagai upaya meningkatkan angka pen- jualan. Seperti halnya sebuah papan reklame yang menampilkan informasi pro- duk secara mencolok, artis terkenal dapat menjangkau pengikutnya secara luas dan memengaruhi minat mereka untuk membeli produk. Jika angka penjualan tidak meningkat, stok produk akan menumpuk dan perusahaan akan mengalami kerugian. Berdasarkan paragraf tersebut, jika artis terkenal disamakan dengan papan re- klame, manakah di bawah ini simpulan yang PALING MUNGKIN BENAR?|Peningkatan angka penjualan bergantung pada banyaknya pengikut yang dimiliki artis terkenal.|Tingginya angka penjualan ditandai dengan banyaknya artis terkenal yang menggunakan produk.|Keterlibatan artis terkenal untuk promosi produk dapat menekan kerugian perusahaan.|Perusahaan yang tidak melibatkan artis terkenal akan gagal memasarkan produknya.|Artis terkenal seperti papan reklame yang dapat memengaruhi minat pem- beli.|C|
Penalaran Umum|Day 6|19|Seorang siswa yang berbakat dalam musik ingin meningkatkan kemampuannya. Karena keterbatasan waktu, ia harus memilih antara fokus latihan piano yang sudah ia kuasai atau gitar yang belum ia kuasai. Jika memilih fokus latihan piano yang sudah ia kuasai, ia akan tampil percaya diri dalam kompetisi. Namun, jika latihan gitar yang belum ia kuasai, ia akan memiliki kemampuan yang lebih beragam dalam bermusik. Berdasarkan bacaan di atas, manakah dari pernyataan berikut ini yang PALING TEPAT menggambarkan keputusan siswa tersebut?|Jika memilih salah satu kegiatan, ia tidak tampil percaya diri dalam kom- petisi dan tidak memiliki kemampuan yang lebih beragam dalam bermusik.|Jika fokus latihan alat musik piano yang sudah ia kuasai, ia tampil percaya diri dalam kompetisi maupun memiliki kemampuan yang lebih beragam dalam bermusik.|Jika memilih keduanya, ia dapat tampil percaya diri dalam kompetisi atau memiliki kemampuan yang lebih beragam dalam bermusik.|Jika latihan gitar yang belum ia kuasai, ia tidak tampil percaya diri dalam kompetisi dan tidak memiliki kemampuan yang lebih beragam.|Jika memilih salah satu kegiatan, ia dapat tampil lebih percaya diri dalam kompetisi atau memiliki kemampuan yang lebih beragam dalam bermusik.|E|
Penalaran Umum|Day 6|20|Untuk bisa menjadi relawan di daerah konflik Y, peserta harus mengikuti pela- tihan khusus. Peserta tidak boleh pulang selama program berlangsung. Salah satu mahasiswa dari Fakultas X merawat ibunya di sebuah panti jompo. Kesim- pulannya, mahasiswa dari Fakultas X pernah menjadi relawan di daerah konflik. Manakah pernyataan berikut yang menggambarkan kualitas kesimpulan terse- but?|Kesimpulan tersebut dapat dipastikan salah.|Kesimpulan tersebut dapat dipastikan benar.|Kesimpulan tersebut memiliki kemungkinan benar.|Kesimpulan tersebut memiliki kemungkinan salah.|Kesimpulan tidak relevan dengan informasi yang diberikan.|E|
Penalaran Umum|Day 6|21|Antrean pembuatan Surat Izin mengemudi (SIM) keliling dibuka untuk umum selama seminggu. Jumlah antrean penduduk yang akan membuat SIM dari hari ketiga sampai dengan hari ketujuh berturut-turut adalah 59, 54, 62, 57, dan 65. Jika jumlah antrean pembuatan SIM tersebut bersifat konstan sejak hari pertama, jumlah penduduk yang antre di hari pertama adalah . . .|49|51|54|56|67|D|
Penalaran Umum|Day 6|22|Perbandingan antara daun kering, tanah, dan kotoran ternak untuk membuat pupuk kompos adalah 8 : 4 : 2. Jika daun kering dan kotoran ternak yang digunakan adalah 80 kg, berapa total massa pupuk kompos yang dihasilkan?|96 kg|104 kg|112 kg|120 kg|128 kg|C|
Penalaran Umum|Day 6|23|Bilangan yang PALING MENDEKATI hasil pengurangan 6, 75 – 88% adalah ....|4 14|4 25|5 34|5 45|6 15|D|
Penalaran Umum|Day 6|24|Diagram garis di bawah menunjukkan data keuangan seorang pegawai yang be- kerja di sebuah perusahaan dari tahun 2019 sampai tahun 2023. u k Berdasarkan data dalam diagram terebut, manakah pernyataan yang PALING TEPAT untuk menggambarkan keuangan pegawai tersebut pada tahun 2024?|Pendapatan lebih besar daripada belanja.|Belanja lebih besar daripada pendapatan.|Belanja lebih besar daripada tahun sebelumnya.|Pendapatan lebih besar daripada tahun sebelumnya.|Selilish pendapatan dari belanja sama dengan tahun sebelumnya.|D|
Penalaran Umum|Day 6|25|Diagram garis di atas menunjukkan data jumlah penumpang kereta api kelas bisnis dan ekonomi dari tahun 2019 sampai tahun 2023. Berdasarkan data dalam diagram terebut, pada tahun berapa jumlah penumpang kereta api kelas bisnis memiliki persentase PALING BESAR?|2019|2020|2021|2022|2023|E|
Penalaran Umum|Day 6|26|Di bawah ini adalah diagram mengenai persentase kandungan bahan pada suatu produk kue, yaitu tepung terigu, gula, susu bubuk, mentega, dan garam. Jika total bahan yang digunakkan untuk membuat kue tersebut adalah 200 gram, total jumlah bahan yang di atas 20% adalah . . .|76|88|96|124|160|D|
Penalaran Umum|Day 6|27|Sebuah usaha kecil menengah penjual bendera membeli kain selama lima hari berturut-turut sebesar 3, 7, 11, 15, dan 19 meter. Kain tersebut menghasilkan bendera sebanyak 7, 10, 15, 18, dan 23 buah. Jika tren perubahan tersebut bersifat konstan, berapa buah bendera dihasilkan pada hari ke-6?|22|23|24|25|26|E|
Penalaran Umum|Day 6|28|Gaji seorang manajer di sebuah perusahaan 60% lebih tinggi daripada gaji seo- rang staf. Jika gaji seorang staf adalah Rp5.000.000,00, berapakah gaji seorang manajer?|Rp7.500.000,00|Rp8.000.000,00|Rp8.500.000,00|Rp9.000.000,00|Rp9.500.000,00|B|
Penalaran Umum|Day 6|29|Bacalah dua informasi berikut! (1) Sebuah kelas memiliki 30 siswa dan rata-rata nilai Matematika kelas terse- but adalah 80 (2) Total nilai Matematika 30 siswa di kelas adalah 2.400 Pilihlah informasi yang dapat digunakan untuk menjawab pertanyaan, ”Berapakah rata-rata nilai Matematika kelas tersebut?”|Cukup (1)|Cukup (2)|Informasi (1) dan (2)|Menggunakan (1) saja atau (2) saja|Kedua informasi tidak cukup|D|
Penalaran Umum|Day 6|30|Penilaian mata pelajaran X terdiri dari teori dan praktikum. Bobot nilai teori 1/4 kali nilai praktikum. Berikut data rerata kedua nilai di lima kelas. Kelas manakah yang memiliki nilai mata pelajaran X PALING RENDAH?|P|Q|R|S|T m Pengetahuan dan Pemahaman Umum Bravery keeps you standing strong PPU Day 1 Sesi 1 Teks 1 Bacalah informasi berikut untuk nomor 1 sampai 4. (1) Perkembangan industri kopi di Indonesia ditandai dengan munculnya kedai kopi modern. (2) Kedai kopi ini menawarkan kopi berkualitas tinggi serta suasana nyaman dan desain interior yang menarik. (3) Kedai kopi modern menjadi tempat berkumpul, bekerja, dan bersosialisasi bagi kaum urban. (4) Saat ini industri kopi di Indonesia telah berkembang pesat. (5) Indonesia men- jadi salah satu produsen kopi terbesar di dunia, bersama dengan Brasil, Vietnam, dan Kolombia. (6) Kopi Indonesia telah menjadi komoditas ekspor yang penting karena menyumbang devisa bagi negara. (7) Di balik kesuksesan industri kopi Indonesia, terdapat peran penting para petani kopi. (8) Perjalanan industri kopi di Indonesia adalah sebuah kisah panjang yang penuh lika-liku. (9) Ada jerih payah para petani kopi sekaligus sejarah panjang kopi di bumi pertiwi saat kita menikmati secangkir kopi. 1. Kelompok kata dalam bacaan tersebut yang memiliki pola makna dengan bengkel mobil adalah … (a) kedai kopi (kalimat 1) (b) desain interior (kalimat 2) (c) kaum urban (kalimat 3) (d) peran penting (kalimat 7) (e) sejarah panjang (kalimat 9) 2. Fungsi kata penghubung serta dalam kalimat (2) adalah … (a) menjelaskan hubungan sebab-akibat (b) menunjukkan alasan (c) memberikan informasi tambahan (d) memerinci pernyataan (e) menandai hubungan logis|E|
